user,location,text
JuanPlogic,"Almería, España","De haberse llevado a cabo la manifestación del día de la Mujer #8M y la asamblea de #Vox  en #vistalegre, en España… https://t.co/ArT33Jl9As"
Marielasvmx,Monterrey,#Coronavirus Estar informados sobre el avance del brote de #Covid19 es muy importante y necesario para tomar las me… https://t.co/smeBqV79AY
DanielUribeF,"Veracruz, Mexico",Ensayos clínicos adecuados pronto confirmarán o refutarán utilidad de fármacos candidatos a tratamiento de #COVID19… https://t.co/lt9ucFSLeR
OperaActual,Barcelona,"#Alemania se queda sin #ópera hasta septiembre 
El Gobierno de #AngelaMerkel prohíbe todos los espectáculos hasta e… https://t.co/9cx1ZWhLuB"
IbonGutierrez,Madrid ,Italia y Argentina han planteado un impuesto para gravar a las rentas altas para luchar contra los efectos del… https://t.co/f1Nxq4XUWT
BlogDelRegio,México,"De los 230 casos confirmados de Covid-19 en Nuevo León, 63 por ciento son hombres y el 37 por ciento restante son m… https://t.co/5KjCzkScLj"
YariRivas6,,"Caramba!!
Cómo quisiera esta cuarentena en la casa de mi Abuela jugando dominó trapeao!! 
#COVID19 
#Venezuela"
TES_PUBLICOS_YA,España,"Despedida del compañero #TES Antonio por sus compañeros .

Que no tengamos que ver ninguna despedida de nadie más.… https://t.co/PPID3l19vn"
tawyteixeira,"Montevideo, Uruguay","Estamos atravesando una desafiante etapa, como nunca antes lo habíamos hecho! Te adaptas o te estancas? VAMOS!!💪🏻😉… https://t.co/5MejpLChWk"
OvandyCamilo,Republica Dominicana,"Los muertos que aparecieron en la orilla del mar en Libia, no son por coronavirus según este reporte. 
 _… https://t.co/8ICp9RWP1J"
latfemnoticias,América Latina y el Caribe,#COVID19 | La #PandemiaCoronavirus permite ver hasta qué punto el capitalismo etiquetó todos los rincones del mundo… https://t.co/b3fq05qLfb
coahuilaenlinea,Coahuila,#Nava Instalan 13 módulos luego de que el alcalde @Zenon_Velazquez anunciara el apoyo alimentario que se brindará a… https://t.co/de0yGXnqT6
La_docdefamilia,,Que dice @lopezobrador_ que ahorita lo importante es ver como los famosos usan sus seguidores en #twitter en su con… https://t.co/h2VfO3AAhX
EmbCanParaguay,"Buenos Aires, Argentina",https://t.co/Jnk5yRRfG8  El Gobierno de Canadá está comprometido en proporcionar información precisa y basada en pr… https://t.co/YK4zKFEaBz
elespanolcom,Madrid,#Cataluña y #PaísVasco anuncian fondos para defender la #cultura de la crisis del coronavirus https://t.co/jK7DOrNeWo #COVID19
joseluismontana,Chile ,"@yankagrl @AlessandriFelip @Carabdechile Muchísimas gracias por tú valioso aporte, fue muy importante. 
Una de las… https://t.co/sWrXr0ceU2"
CanalCaribeCuba,Cuba,"#CanalCaribe 📺 | Fabiana Dadone, ministra de la Administración Pública de #Italia, calificó de extraordinario ejemp… https://t.co/bkozlFF8UI"
CNTAMAULIPAS,,"#Matamoros #Tam #Covid19
Pide alcalde Mario López a matamorenses seguir acatando medidas de prevención contra… https://t.co/RnUal2fDJt"
xabatis,Panamá,"""#California apoyará con pagos en efectivo de $500 dólares a inmigrantes ilegales afectados por la pandemia de… https://t.co/ne7Zh51FR7"
ImagenTVMex,,El gobierno de Guerrero plantea dar créditos a pequeñas y medianas empresas afectadas por la crisis sanitaria del… https://t.co/Bw8ErzCeIn
euAnaLopez,Pontevedra,"Muy duro el programa de hoy, @PepaBueno He odiado mucho a este virus por ensañarse con nuestros mayores, pero ahora… https://t.co/zC9aduyBHl"
50Trabajadores,"La Habana, Cuba.","Ratifican que #Cuba tiene las pruebas para PCR y test rápidos para enfrentar el pico de los confirmados, y a pesar… https://t.co/dUyBJXzUmD"
ElenitaCabeza,"Toledo, Spain","Grandes ventajas de acudir al #colegio en el mes de #julio en #Toledo: 
-alumnado agotado, no descansa
-el profesor… https://t.co/6IIAeawbpH"
QuadratinY,,El documento indica que se recanalicen los montos contemplados al saneamiento de los daños que resultan prioritario… https://t.co/BBfIaktdPV
POCHY1971,Galicia,Intereses económicos por encima de la salud. Va a respetar el @interiorgob las recomendaciones del @sanidadgob para… https://t.co/q9VcQHDoEk
anamorenomarin,Zaragoza,"Este #COVID19 nos deja unas historias tan bonitas... Siempre acaba triunfando el amor... No es positivismo barato,… https://t.co/HtnvATr09h"
gabopalmaojeda,"Vicuña, Chile","Casos COVID-19 en #Chile 🇨🇱 hoy es de 8.273 casos. Según ecuaciones reformuladas, al jueves 16 de abril proyecta lo… https://t.co/s9h2umOmtc"
cubacooperaveNE,Nueva Esparta,Brigada Médica Cubana en Nueva Esparta: nuestros médicos día a día realizando pezquiza en lucha continúa contra la… https://t.co/aIwSgCijVc
889Noticias,Ciudad de México,"China cierra hospital emergente de #Wuhan, tras disminuir drásticamente casos de #COVID19 en el país asiático.

VL"
Colmedchillan,Chillán,Cada gesto se suma para fortalecer la #Prevención del #COVID19. No olvides el uso obligatorio de #Mascarilla en el… https://t.co/db372oTzFu
Ojo_Publico,"Lima, Perú",#OjoRegional El Hospital @EsSaludPeru de #Moyobamba informó que personal de salud atendió el nacimiento del primer… https://t.co/d7yBvOujSB
TierrActivaPeru,,Lxs jóvenes organizados del Perú se manifiestan frente a la emergencia sanitaria que atraviesa el país por el… https://t.co/ka9nU4CJNM
fernandomunioz7,Worldwide - Peru,"@David_psicologo Muchísimas gracias David 
Lo comparto
Saludos y espero que el #COVID19 se mantenga bien lejos de tu casa"
ElSoldeTijuana1,Tijuana,"⚠ A consecuencia del confinamiento derivada por el #Covid19, han tenido conocimiento que los casos de violencia int… https://t.co/DqqTfxGlZA"
MinPresidencia,Bolivia,El Seguro de Vida para el personal de salud será de Bs100.000 en caso de muerte o invalidez total o permanente por… https://t.co/zBXHU8Pe2e
ieee_mhidalgo,,"Según @Ipsos, para la sociedad española estas son las medidas más efectivas en la lucha contra el #COVID19
➡️… https://t.co/2YZRCAx5R6"
Alberto15502378,,"buenas tardes Octavo C realicemos un poco de ejercicio este día los  invito a classroom
#educacion #covid19… https://t.co/49GpoXW7WJ"
DDMexico,México,"#Covid19
Efraín Morales Santillán y Víctor Manuel Ortiz Márquez fallecieron en días pasados luego de ser infectados… https://t.co/2v5sHD65lx"
RicardoAlpireR,Bolivia,"#EvoNarcoterrorista es cómplice del gobierno gobierno comunista de China.
#Bolivia #BoliviaUnida #BoliviaLibre… https://t.co/h5IthgOlSi"
JefaturaMontuf1,"Carchi, Ecuador","Participamos en una reunión de trabajo con las instituciones encargadas del Control y Seguridad del Cantón, con la… https://t.co/1HJybINVnC"
CGerardoPerla,Literatura,Los Trumpendejos han alcanzado su cenit de imbecilidad. #COVID19 #MAGA https://t.co/5Ad8tZWnTc
Mario_ValAstur,,@miguelmarcoruiz Son acontecimientos ¡IMPERDONABLES! ¿Alguna duda sobre eso? Desde el punto de vista zurdo es más i… https://t.co/220h6t5SAK
JeSuisEspe_,Macondo,"Capitalismo 🇺🇸
Millones esperan a recibir ayuda alimentaria mientras se extiende el #COVID19.
""En los ojos de los h… https://t.co/bEtmmUfIKw"
UltimaProfecia,,"#INSÓLITO
Por primera vez en 362 años se sacó la espada de San Miguel Arcángel, como una súplica para ayudar a la h… https://t.co/EHt3CA1dfX"
MedicaVendida,,"Gracias por cuidar de nosotras @sanchezcastejon @PabloIglesias @salvadorilla
@sanidadgob con esto y un bizcocho has… https://t.co/A7oqRQJ261"
ev212,Xalapa,Protección Civil #PC de #Xalapa continúa perifoneo preventivo ante #Covid19 https://t.co/k4O4ZvOZVJ vía @ev212
EmbCanArgentina,Buenos Aires,https://t.co/jGmB6FRBF1 El Gobierno de Canadá está comprometido en proporcionar información precisa y basada en pru… https://t.co/5NKNnRQL6L
muni_pachacamac,Jr. Paraíso 206 Pachacamac,"A lo largo de la mañana, nuestro personal de limpieza pública realizan labores de desinfección en espacios públicos… https://t.co/66BSSRX2AP"
TiempoDCanarias,#Canarias / #España,"🇮🇨 CC insiste en la creación de un Comité Técnico de #Educación

#Coronavirus #COVID19 #Canarias 

https://t.co/K3WbwSeX2Z"
29Cheva_Patria,Chile,"🔴SIN CONDICIONES SANITARIAS🔴

#ReporteCiudadano desde el hospital Heodra en León. Decenas de ciudadanos hacinados e… https://t.co/L4CV8qYqDS"
kemar75019,España,@Ruiz_Noticias Y en todos los comercios los precios subiendo Mercadona por ejemplo y después todas las webs para co… https://t.co/TPZuReFyw4
MaikGarcia5,AT HOME 🏡 ,"“En #Puebla también hace aire”

Así le pide el sapo @MBarbosaMX a López-Gatell  enviar apoyos para enfrentar al… https://t.co/pUdG42Nha2"
XHespanol,"北京, 中华人民共和国","Ante el aumento de casos positivos de #COVID19 en #AméricaLatina, surgen noticias alentadoras. Haz clic en la… https://t.co/xbZFOn8bZD"
EnLatitud25,RT ≠ endorsement,"🌏[LOS MÁS AFECTADOS]

😷EE.UU., España, Italia, Francia y Alemania son los 5 países con más casos confirmados de cor… https://t.co/WWGxCR9iXi"
ElTxoroMatutino,"Cuernavaca, Morelos","#Economía #Covid19 #Cuautla
Derivado de la pandemia por coronavirus, en Cuautla, voceadores y expendedores de revis… https://t.co/BFmufRkSkV"
TamaraGuerraCu,,"#DENUNCIA🔴

La Policía de Miami arrestó al Dr Armen Henderson por arrojar ""basura en la calle""

👉 Pero en realidad… https://t.co/XyIFcKTSpy"
mazzoned,"Montevideo, Uruguay","#COVID19 Generalizada condena a la decisión del presidente Donald Trump, de suspender los aportes de US a la OMS. S… https://t.co/eEPMB7rTOz"
lasillarota,"México, Distrito Federal",#Historia ''Mientras el gobierno no me venga a cerrar... hay que trabajar'' comerciantes en el #Edomex buscan la ma… https://t.co/JPqSTPPom2
WorldEnergyTrad,worldwide,¿Cómo afectará el COVID-19 a la industria del carbón en el 2020? | #News #BreakingNews #Today #BREAKING #Energy… https://t.co/13Db9SRWID
latinus_us,,"La Oficina del Tesoro informó que debido a esto, los cheques para apoyar a los estadounidenses ante la crisis por… https://t.co/CeOxHj2VuI"
EUMazatenango,,"#EUCoronavirus
#COVID19

""Todos los jugadores extrañamos muchas cosas, por ejemplo la afición en el estadio y grita… https://t.co/zf6natZyQK"
celsoibarra,"UT: 24.145052,-110.317001","@Uber habilitará un nuevo servicio llamado #UberFlash, será para enviar y recibir paquetes con el fin de que los So… https://t.co/SVFxRJAYFh"
teleSURtv,Caracas,"El canciller de #Venezuela🇻🇪, @jaarreaza, resaltó en su cuenta de la red social Twitter el llamamiento de un expert… https://t.co/bqFltUA8dW"
soyelfaraon,Caracas.Venezuela,"Si en esta #cuarentena te da miedo que te contagie el médico,  el del aseo el repartidor la enfermera el policía es… https://t.co/CmrvwYYTRn"
Quadratin_,"Morelia, México","#Covid19EnQuadratín @Silvano_A llamó a no perderse en inventos ni en oportunismos políticos, cuando la urgencia es… https://t.co/0RahPjl57I"
AlexisPanadero,"Zaragoza, España",Fue a por Lana y salió trasquilado 😁🤣 #TikTok #COVID19 #AprobadoGeneralEnEspana #servicioadomicilio #QuedateEnCasa… https://t.co/fbGgHf8Jtc
CarlosMemon,Colombia,"Mi hija es una de las afortunadas en España que ha superado el #covid19, es un verdadero milagro ya que ella fue di… https://t.co/8HsNGJtza2"
ObservatorioMRD,"Mérida, Venezuela",#COVID19 👉🏾 Nuevo curso online en español sobre ePROTECT Infecciones respiratorias: Salud y seguridad ocupacional 💻… https://t.co/GMzMiDBOMH
eselprimerpalo,,🇷🇸 Luka Jovic declarará ante la Fiscalía serbia por saltarse la cuarentena #COVID19
Corresponsables,Iberoamérica ,".@nn_espana actúa contra el #COVID19 #ODS8

#coronavirus #QuedateEnCasa 

https://t.co/cVjPKDh3P6"
fronteravivanew,Colombia,"#15Abr 🇮🇹 | 🦠😷
 Informe de casos #COVID19
📍165.155 Confirmados
📍38.092 Recuperados
📍21.645 Fallecidos
Fuente: @OMS… https://t.co/AwPBCCC7zC"
CGR_Colombia,Colombia- Teléfono (1) 5187000,#AEstaHora Equipo de @CGR_Colombia realiza visita de recolección de información y atención de denuncias en municipi… https://t.co/QFL4fVzCEB
TODOSOBREMOVIL,MADRID,"Bicicleta EstáTica con Sensores De Pulso De Mano
Precio: 244,00 € Envío GRATIS.
Ahorras: 42,47 € (15%)

CLIC AQUI… https://t.co/l2OJjwTt55"
AngelGdeAgreda,"Madrid, Spain",@david_cano_m describe en este estupendo artículo del @ieee_es el uso de una política #monetaria no convencional pa… https://t.co/E4TXY8QeIn
ajplusespanol,México,"¿Te sientes agobiado por el tsunami de información sobre el #COVID19?

La salud mental también tiene que protegerse… https://t.co/6jhLJjzB1T"
ceenlmx,"Monterrey, N.L. México","#VIDEO
#REDGOB2019

Te compartimos el PANEL 5 
«Nuevos mecanismos de participación política como profundización de… https://t.co/SoIMcvPfbr"
EFEUSA,Washington D.C.,"Nueva muestra con #saliva busca masificar las pruebas de #COVID19 en EEUU

https://t.co/ZEp5AGOwlz"
SSC_CDMX,Liverpool #136 Col. Juárez,Efectivos de la #SSC constantemente limpian sus objetos de trabajo para evitar la propagación del virus #COVID19. https://t.co/CPuUZvlDiJ
LaJornadaMaya,"Camp, Yuc, QRoo","Ante la situación mundial de #contingencia por el #COVID19, el mercado del arte ha tenido que adaptarse y realizar… https://t.co/Daaaatw5Mx"
BcnMagazine,"Barcelona, España",#Viral📢 | @Marc_Clotet critica la mala gestión del #COVID19 por parte de las administraciones catalanas 😷👎… https://t.co/7RpdeC5Meu
Fedemunicipios,"Bogotá, D.C., Colombia",Alcaldía de Pasto - Nariño refuerza los operativos de control de precios en medio de emergencia por el #COVID19… https://t.co/VLA4t5iFDj
lajornadaonline,México,#Infografia Más de 70 vacunas contra el #Covid19 se desarrollan a nivel global (tres farmacéuticas ya están realiza… https://t.co/aquwhWo2wl
noroestemx,"Sinaloa, México","El neumólogo y ex Secretario de Salud estatal, Héctor Ponce, señala que, con el #Covid19, entre más temprano se ini… https://t.co/6a6NvNVx0l"
VertigoPolitico,"México, Distrito Federal","#Mundo |  La Unión Europea presentó hoy un plan de salida del confinamiento para sus países, con él pretende unific… https://t.co/4FGFEM0d0U"
xoanadafonte,da bahia mais fermosa   ,@FonsecAsturias @AdrianBarbon Ese es el pensamiento y sentimiento que todo demócrata debería tener en situaciones t… https://t.co/wwQIDOxhCK
guardiacivil,España,Guardias civiles de El Algar #Murcia detienen a una mujer que se hacía pasar por profesional sanitaria y recorría e… https://t.co/eZasKFT8WE
CSSPanama,Panamá,Personal de salud de La ULAPS de Guadalupe realizo visita domiciliaria a pacientes positivos de #COVID19 para el co… https://t.co/8lINwxEqlL
diario24horas,México,El tenista serbio Novak Djokovic continúa con la ayuda durante la pandemia del #COVID19 👏🎾  https://t.co/4tJdxm5t08
_RevistaCambio,"Mexico, D.F.","El cadáver es de un hombre de 54 años de edad y fue diagnosticado con #COVID19 #Chiapas 

https://t.co/9TdWE3ThZB"
InfoMdpya,"Mar del Plata, Argentina","CGT repudió las maniobras de Aldrey para despedir, precarizar y reducir salarios 
#Repudio #Empleo #Precarización… https://t.co/IuXJ8bhUqf"
AntonioTeutliC,"Coronango, Puebla",Elementos de seguridad pública son monitoreados constantemente por paramédicos de #Coronango para descartar cualqui… https://t.co/DwyOUsEyQj
Milenio,México,"#MILENIOAlMomento | ""A los mexicanos no nos vino el #covid19 como anillo al dedo, para AMLO y los suyos sí porque l… https://t.co/8WLUHV4yVj"
FUNCASES,Madrid (España),Hasta ahora el comercio internacional había permitido grandes avances en la integración de los procesos productivos… https://t.co/qPAr9qGN0O
El_Plural,España,"📊 #ECONOMÍA | El oro ha recuperado cierta estabilidad #COVID19 

https://t.co/gLMPhMn2b7"
LaTiteria,"Vicente Guerrero 7, Coyoacán.","#NoLoOlvides, hoy a las 4, Taciturno, la Vaca y la doctora Luna sostendrán una charla, donde nos enseñarán algunos… https://t.co/5t9GE0hnpX"
lavozfrontera,"Mexicali, B.C. México",Mexicalenses sanitizan Mexicali para colaborar en la contingencia del #Covid19. Luego de publicar sus acciones en r… https://t.co/tQZrq0ulUW
teleSURtv,Caracas,"La competencia ciclística, #TourdeFrance, se aplaza hasta el mes de agosto frente a la pandemia del #COVID19 👉… https://t.co/Qx1BIEZvy9"
VivoEnPlayaDC,Playa del Carmen,👉Ante la pandemia  por #COVID19 🦠 se nos exhorta a permanecer al interior de nuestro hogar. El operativo Máxima Pre… https://t.co/Gq98dssaiT
MPRgroupUSA,Washington DC - USA,"Crisis y liderazgo político en tiempos de coronavirus
https://t.co/cCN2oJaDWO ⬅ Por @JoseUrquijoR
#Liderazgo… https://t.co/hEyLg3t0rO"
NoticiasNavarra,"Pamplona, Navarra",Alertan de que la mafia reparte comida entre los afectados por el virus #PositivosEnCoronavirus #COVID19… https://t.co/XjX5Gy6dPg
FVICENTEFERRER,,"😷 Bathalapalli será hospital de referencia para tratar el #coronavirus.

Nuestro personal médico hace semanas que s… https://t.co/g0TySgbmYv"
saludjalisco,"Guadalajara, Jalisco","@abcasillasg explica cómo funciona el nuevo Modelo de Vigilancia Epidemiológico #RadarJalisco, tiene como propósito… https://t.co/wLjldpRgZc"
oxfam_es,Oxford,"🔴 Ningún individuo, comunidad o país puede enfrentar la crisis del #COVID19 solo. Debemos trabajar juntos.

El pres… https://t.co/hugTcPRy7D"
RJAColombia,Colombia,"""La situación generada por la pandemia del #COVID19 es un ensayo global de lo que viviremos en 2030 por los dramáti… https://t.co/jpRBZftIL2"
Primicias,Quito,En el número 5: Resulta imposible que esta canción no remueva algo en el interior de cualquiera. Ya sean recuerdos… https://t.co/dCRHNqzM2Z
UnivisionDC,Washington DC,"Hoy a las seis ⬇️

🦠Solicitan la residencia permanente para los beneficiarios del #TPS. Alrededor de 130,000 están… https://t.co/LsqSmP7Zo4"
saludhn,"B. El Centro, Tegucigalpa",Región Sanitaria Metropolitana #DC capacita sobre #Covid19 a Policía Militar del Orden Público: medidas de prevenci… https://t.co/y8vLzFZOt8
Muni_Stgo,Chile,#Santiago: después que la mujer identificada con #COVID19 quebrantando la #cuarentena fue retirada por… https://t.co/jBxiz0PDLQ
DimantecL,,Recuerda que el lavado frecuente de manos reduce en un 50% la propagación del #COVID19.💧 🧼 👐 🚫 🦠 https://t.co/kcZcp5fzKz
JRomero1216,"Bogotá, D.C., Colombia",@ClaudiaLopez @SectorMovilidad @PoliciaColombia @TransitoBta @PoliciaBogota  no quiero que esto se tome como xenofo… https://t.co/EUxQyu6oCW
ELDEBATE,Mexico,"Según el más reciente balance oficial, la epidemia deja en México 406 muertos y 5.399 contagiados #COVID19… https://t.co/AvzWTniAsW"
zoon_politik,Contra el Fanatismo,"@FerVilchisMx @SMDIFEcatepec @SSalud_mx @SaludEdomex Buenas tardes.

Hay un desbalance en los datos.

Hay un número… https://t.co/PRBfonbQhj"
Latitud21mx,"Quintana Roo, México","En riesgo 200 mil empresas ☹️

Se perderían 1 millón de empleos y quebrarían 200 mil empresas por #COVID19, adviert… https://t.co/ILt8WsDrD9"
fenix2400,Bogota Colombia,Indignante cómo algunos líderes mundiales buscan lavarse las manos. La gestión de la OMS tiene sus reparos pero de… https://t.co/OatqTk5vCC
ChubutPatagonia,"Chubut, Patagonia Argentina",➡️ #COVID19 | Actualizamos al 15/04 el Compendio de Medidas de Asistencia Económica Aplicables al Sector Turístico… https://t.co/yyNTlCGR0h
R_claros,,"Amor,  porque mueves tus orejitas cuando me haces sexo oral???

Weon no me sacaste la mascarilla !!!!… https://t.co/NfSkCyxToU"
CorunaJucil,,"@jucilnacional Grandes SuperHéroes los PEQUES💪🏼💪🏼

#QuedateEnCasa
#COVID19
#DeEstaSalimosJuntos 
#JucilSuma 
#NoSomosUnGastoSuperfluo"
SanchezCeroilo,Guazapa,"Antes teníamos de 10 a 20 muertes diarias y nadie se preocupaba, no había cuarentena ni estado de excepcion ni de e… https://t.co/7Ctfb3W8Je"
tigresrw7,San Nicolás de los Garza,"Actualización #COVID19 en #NL
147 confirmados #InDRE
67 hospitales privados
16 laboratorios privados https://t.co/H68GqQ6If3"
EMCALIoficial,"Cali, Colombia","A partir de hoy 12:00 m. hasta que superemos emergencia por #COVID19, se activarán las alarmas de toda la ciudad co… https://t.co/nsCgGYmCQf"
nuevospapeles,Argentina,La OTAN avisa de que COVID-19 puede tener significativos efectos geopolíticos https://t.co/SoBLTLmRRd #COVID19 #NATO https://t.co/iJ8kHLoe1O
riverasegovia,Killpuécity / Chile,el agua natural para las paltas...para los demás en camión algibe y agradezcan...              #covid19… https://t.co/v7maej3FME
rafa_licon,México,"Febrero: Tusa
Marzo: Tose
Abril: Tieso

#COVID19"
Bibaanimx,"Tabasco, México","La seguridad alimentaria siempre ha sido fundamental, hoy más que nunca es importante comprender sobre el@impacto d… https://t.co/X6meZy0Yz7"
PalomaMartnezS1,La Habana,Reconoce doctora afroamericana formada en la ELAM q la formación  humanitaria y solidaria aprendida en #Cuba la guí… https://t.co/o02kvCeSGe
reginasalaz,Mexico,⁦@RotoplasMexico⁩ realiza esfuerzos para asegurar abastecimiento de agua y contener contagios por #COVID19 ⁦… https://t.co/mDuQqFg7ZV
vivian_melga,"Dublín, Irlanda",Hablemos del miedo que tengo de parir sola en el medio de esta pandemia. Hablemos de traer a este mundo apocalíptic… https://t.co/J0jK9TK3Gh
mislenireina,"Sancti Spíritus, Cuba","A tenor de las medidas de aislamiento social en el país para evitar la propagación de la #COVID19, se potencian los… https://t.co/kSko1EcTzS"
INAPAGOB,"Santo Domingo, Dominican Repub","Como institución que le interesa la salud de su gente, brigadas nuestras limpiaron, desinfectaron y embellecieron l… https://t.co/44OQwrcnIL"
QhuboAzteca,Noreste República Mexicana,"🚨 ACTUALIZACIÓN 🚨

🦠 230 casos de #COVID19 en Nuevo León🇲🇽

De los cuales:
➡️ 147 de INDRE y 67 Hospitales Privados… https://t.co/fhV9xcH3yZ"
Gmcp_mpprijp,"Caracas, Venezuela",Los Grandes de Lídice te envían este mensaje para que tomemos conciencia y entendamos que el #COVID19 no es un un j… https://t.co/EEgSAYzuuk
GNB_CARABODESUR,"Valencia, Venezuela",La .@GNB_Aragua y .@PCivil_Ve realizan proceso de desinfección en el Hospital Central de Maracay para evitar la pro… https://t.co/va9Vs1GG2X
asi214,Ciudad Sin Ley,Está pasando #COVID19 https://t.co/4wwVK3HFiI
Aroguden,Barquisimeto-Venezuela,"Cavan cientos de fosas en #Cementerio de provincia #Argentina de #Córdoba para potenciales víctimas de #COVID19

Ví… https://t.co/3D2LvVehrh"
LuMauAran,,"El activismo político no es un delito. En esta coyuntura del #COVID19, las redes sociales son trincheras para decir… https://t.co/PzSkt0tAMj"
RTVCes,Islas Canarias,"🔴Ya en antena, desde Presidencia del Gobierno, en la entrevista a Román Rodríguez, vicepresidente del Gobierno de C… https://t.co/6PcARYRVN7"
TW_Honduras,Honduras,Una vez más #TaiwanCanHelp llegó a #PuebloDeHonduras apoyando al Presidente @JuanOrlandoH contra el #COVID19 con 10… https://t.co/pyxOVA1eoS
lasopapuntocom,Venezuela,#Covid19 |   ¡Alarmante! Este es el mapa en tiempo real de la propagación del coronavirus .- #LaSopaPuntoCom https://t.co/WTDYKYd6vX !&amp;
jaldanabula,,"#COVID19

Registro sanitario y requisitos para la importación y fabricación de dispositivos médicos, reactivos y el… https://t.co/Gurxatnbyd"
RobertoP_Samper,,"La #AviaciónCubana alza su voz para reclamar el fin del #BloqueoEEUU que impide que lleguen suministros, medicament… https://t.co/ZbAoUFcOcP"
yaciramendoza,,"A todos los q confunden gestión de la emergencia mundial #COVID19 #pandemia, con campaña electoral, agradece q un g… https://t.co/5byTIBopfR"
DiegoooSaezzz,,"Con la intención de informar @BorghiSandra en @todonoticias  sube a un colectivo con barbijo, antiparras y guantes.… https://t.co/fGiP1NUF6a"
SrPreg,,"LOL!!! QUE RAYOS PASO EN @WWE???!!! LOS DESPIDOS NO PARAN!!!
🙀
#WWE #VinceMcMahon #COVID19 https://t.co/x5WFndS8ll"
JornadaMorelos,"Cuernavaca, Morelos","No realices ni asistas a reuniones, así evitaremos contagios masivos de #Covid19

¡Nos cuidamos todos y te cuidas t… https://t.co/Z4VuJtwL5b"
KennoBernal,"Hermosillo, Sonora, México",Si no es el #COVID19 son los Sicarios #QuedateEnCasa https://t.co/ZtBuSWh8LI
Mef_Pma,Panamá,"Te damos algunas recomendaciones para evitar el #COVID19 y puedas cuidarte a ti y a tu familia
#UnidosVenceremos… https://t.co/IDwsiAtD8v"
Mario_Mendoza_M,Ciudad de México,Muy rifados los del Ministerio de Cultura y Política de Información de Ucrania (@MKIPUkraine). #COVID19… https://t.co/VnPtyEVRH1
MovemosalMundo,Latinoamérica y el Caribe,"⚠️No hay evidencia científica que diga que #perros callejeros transmiten el #COVID19⚠️

En momentos de tanta incert… https://t.co/HP4RljSJuQ"
RED92cadadiamas,La Plata - Buenos Aires - ARG,"🏢🚨#COVID19 | #CarcelDeOlmos 

👮🏻‍♀️👉🏻Una penitenciaria de la cárcel de Olmos se contagió de #coronavirus.… https://t.co/bw2N9ZPx5E"
camacame,"Monteria,cordoba,colombia","Preocupante la toma de decisiones y la garantía de la vida sobre otras prioridades,cuando en el país se están reali… https://t.co/poFPCialKP"
50Trabajadores,"La Habana, Cuba.","#CubaPorLaSalud  48 muestras, de las mil 684 que se realizaron ayer (totalizan 20 mil 451), fueron positivas, para… https://t.co/lMWMTbWcdb"
ZulyStark,"Nuevo León, México","Suman ya 230 casos positivos de #COVID19 en @nuevoleon, 147 de ellos confirmados por el #INDRE. El Secretario de Sa… https://t.co/Jm9dvqywBW"
Betianapohl,,"En lugar de garantizar los tratamientos, ponen trabas y más trabas, Obras Sociales y Prepagas. BASTA!!! 

@mjolivan… https://t.co/xKjwQlhS6u"
ana_gragera,España,"""Sentía una gran nostalgia, de qué no podría decirlo, pero era una gran nostalgia de una vida pasada y de una vida… https://t.co/otUFh5PCu8"
ACHColombia,"Bogota, Colombia","#COVID19 | @ACHColombia 
Continuamos promoviendo las medidas de prevención 🚿🧼🏠y apoyando a las familias para que pu… https://t.co/dtLZFiLHzK"
CriteriaChile,Santiago / Chile,"¿Se puede usar humor para tratar el tema del COVID? Sí, se puede y aquí un buen ejemplo de cómo @BurgerKing aborda… https://t.co/VquZ90IxFh"
SilSterinPensel,"Manhattan, NY",Hoy les muestro lo que está sucediendo en @randallsisland Gente que hace oídos sordos a la cuarentena aún teniendo… https://t.co/mR9aEdfbQB
ClavellinoMc,La Plata,La semana próxima comenzarán los testeos de #COVID19 en el Biológico (Provincial) de La Plata. https://t.co/16LVIwNhws
muniquillota,"Quillota, Chile","Queremos agradecer a todas las empresas, instituciones y personas que nos han colaborado durante este periodo para… https://t.co/ALAMUcWVXY"
DOCCRUZ1,http://m.google.es/u/m/zS3k5I,Ciudad con más casos de infectados con #COVID19 en #colombia y hoy aportó 2 profesionales de la salud a la triste l… https://t.co/MDGTm8riG4
ramkarummo,Guadalajara,"El mensaje retransmitido por @EugenioDerbez es cierto, apoyemos a nuestros héroes de la salud luchando vs. #COVID19… https://t.co/sYLgFsB5hG"
Tienda20201,,"Aquí les dejo esta pagina de los casos mas recientes de COVID-19 en el mundo y en México

Aquí la liga… https://t.co/qdNqa3A3If"
LucioArmijos,"Machala, Ecuador",No somos conscientes de que la normalidad es un invento portentoso; cuando pase esto habrá que hacer un monumento a… https://t.co/8uQRBQY5o2
MarcaSportsGT,Guatemala,#RecomendacionesIGSS | Conoce cuáles son los síntomas más comunes del COVID-19. El #IGSS te recomienda cuidar espec… https://t.co/NR2OF8SYbS
AmorenogfxLopez,España-Madrid,"Las pregunta de V🤮X en el congreso :

La sexta 
El CNI
Venezuela 

De verdad creéis que a estos les preocupan las v… https://t.co/nXqtiEDIT2"
yesyes1000,Bogotá - México ,"Pavorosa realidad!
#MedicosEnPeligro #COVID19 #SaludParaTodos https://t.co/VGTFe6Sgvy"
colgadosfutbol,,"Y no fue por el 
#COVID19 maldito... https://t.co/Z0fApTLfQG"
